##MAIN
name                Lee
    attack 240 102 80 77 7 0 0 0 35 24
    frame    data/chars/bosses/lee/a504.png
    bbox 226 102 30 77
    attack 0 0 0 0 0 0 0 0 0 0
    frame    data/chars/bosses/lee/a505.png
    frame    data/chars/bosses/lee/a506.png
    frame    data/chars/bosses/lee/a507.png
    frame    data/chars/bosses/lee/a508.png
    bbox 226 105 30 75
    frame    data/chars/bosses/lee/a509.png


anim attack4
    fastattack 1
    jugglecost 1
    forcedirection -1
    otg 1
    loop    0
    delay    2
    @script
    if(frame == 0) {
        void self     = getlocalvar("self");
        void target = getentityproperty(self, "opponent");
        void type      = getentityproperty(target,"type");
        void subType    = getentityproperty(target,"subtype");
        if(target != NULL()
        && getentityproperty(target, "dead") == 0
        && type == openborconstant("TYPE_ENEMY")
        && subType != openborconstant("SUBTYPE_NOTGRAB")){
            if (readKey("d")) { performattack(self, openborconstant("ANI_FOLLOW5"), 0); }
            else if (readKey("u")) { performattack(self, openborconstant("ANI_FOLLOW5"), 0); }
        }
    }
    @end_script
    offset    240 180
    sound    data/voices/lee40.wav
    hitfx    data/sounds/LowKick.wav
    bbox 226 120 30 59
    frame    data/chars/bosses/lee/a600.png
    frame    data/chars/bosses/lee/a601.png
    bbox 226 124 30 55
    frame    data/chars/bosses/lee/a602.png
    bbox 226 130 30 50
    frame    data/chars/bosses/lee/a603.png
    attack2 230 130 101 50 5 0 0 0 20 36
    frame    data/chars/bosses/lee/a604.png
    attack2 230 132 102 50 5 0 0 0 20 36
    frame    data/chars/bosses/lee/a605.png
    attack2 230 129 90 60 5 0 0 0 20 36
    frame    data/chars/bosses/lee/a606.png
    bbox 230 125 30 50
    attack 0 0 0 0 0 0 0 0 0 0
    frame    data/chars/bosses/lee/a607.png
    bbox 226 123 30 55
    frame    data/chars/bosses/lee/a608.png
    @cmd looper 0 1
    frame    data/chars/bosses/lee/a609.png


anim attack5
    fastattack 1
    jugglecost 1
    forcedirection -1
    otg 1
    loop    0
    delay    3
    @cmd keyMove 1 0
    offset    240 180
    sound    data/voices/lee06.wav
    hitfx    data/sounds/HighKick.wav
    bbox 226 103 30 77
    frame    data/chars/bosses/lee/a700.png
    bbox 226 105 30 75
    frame    data/chars/bosses/lee/a701.png
    frame    data/chars/bosses/lee/a702.png
    frame    data/chars/bosses/lee/a703.png
    frame    data/chars/bosses/lee/a704.png
    attack8 235 97 70 80 9 1 0 0 35 36
    frame    data/chars/bosses/lee/a705.png
    attack8 240 105 70 75 9 1 0 0 35 36
    frame    data/chars/bosses/lee/a706.png
    attack 0 0 0 0 0 0 0 0 0 0
    bbox 226 110 30 70
    frame    data/chars/bosses/lee/a707.png
    bbox 226 110 30 60
    frame    data/chars/bosses/lee/a708.png
    sound    data/voices/lee36.wav
    hitfx    data/sounds/HighKick.wav
    bbox 236 112 30 67
    frame    data/chars/bosses/lee/a709.png
    bbox 236 119 30 60
    frame    data/chars/bosses/lee/a710.png
    bbox 236 113 30 65
    frame    data/chars/bosses/lee/a711.png
    bbox 236 109 30 70
    attack8 244 109 93 70 7 1 0 0 35 30
    frame    data/chars/bosses/lee/a712.png
    frame    data/chars/bosses/lee/a713.png
    attack 0 0 0 0 0 0 0 0 0 0
    bbox 230 105 30 75
    frame    data/chars/bosses/lee/a714.png
    bbox 226 105 30 75
    frame    data/chars/bosses/lee/a715.png
    frame    data/chars/bosses/lee/a716.png
    frame    data/chars/bosses/lee/a717.png


anim attackboth #BACK ATTACK
    fastattack 1
    jugglecost 1
    forcedirection 1
    otg 1
    loop    0
    delay    4
    offset    240 180
    sound    data/voices/lee38.wav
    hitfx    data/sounds/Whip.wav
    bbox 226 103 30 75
    frame    data/chars/bosses/lee/ab11.png
    frame    data/chars/bosses/lee/ab12.png
    bbox 215 102 30 77
    frame    data/chars/bosses/lee/ab13.png
    bbox 200 106 30 75
    frame    data/chars/bosses/lee/ab14.png
    delay    6
    attack 133 105 95 75 7 1 0 0 35 24
    frame    data/chars/bosses/lee/ab15.png
    frame    data/chars/bosses/lee/ab16.png
    delay    3
    attack 0 0 0 0 0 0 0 0 0 0
    frame    data/chars/bosses/lee/ab17.png
    bbox 226 103 30 75
    frame    data/chars/bosses/lee/ab18.png
    frame    data/chars/bosses/lee/ab19.png
    frame    data/chars/bosses/lee/ab20.png
    frame    data/chars/bosses/lee/ab21.png
    frame    data/chars/bosses/lee/ab22.png

anim runattack #Flaming Fan
    fastattack 1
    jugglecost 0
    forcedirection -1
    otg 1
    loop    0
    delay    3
    offset    240 180
    sound    data/voices/lee36.wav
    hitfx    data/sounds/StrongPunch.wav
    @cmd dasher 3 0 0
    bbox 226 105 30 75
    frame    data/chars/bosses/lee/s200.png
    bbox 235 105 30 75
    frame    data/chars/bosses/lee/s201.png
    bbox 253 115 30 65
    frame    data/chars/bosses/lee/s202.png
    bbox 253 125 30 55
    frame    data/chars/bosses/lee/s203.png
    delay    5
    @cmd dasher 2 0 0
    bbox 245 135 50 45
    attack 240 120 65 60 7 1 0 0 15 24
    frame    data/chars/bosses/lee/s204.png
    delay    2
    hitfx    data/sounds/Whip2.wav
    @cmd dasher 1 0 0
    bbox 256 123 30 55
    attack 0 0 0 0 0 0 0 0 0 0
    frame    data/chars/bosses/lee/s205.png
    hitfx    data/sounds/Whip2.wav
    delay    5
    bbox 254 120 30 60
    attack 250 120 65 60 7 1 0 0 15 24
    frame    data/chars/bosses/lee/s206.png
    delay    2
    attack 0 0 0 0 0 0 0 0 0 0
    bbox 250 118 30 60
    frame    data/chars/bosses/lee/s207.png
    hitfx    data/sounds/burn.wav
    delay    5
    burn 235 60 120 120 9 1 0 0 20 24
    frame    data/chars/bosses/lee/s208x.png
    @cmd dasher 0 0 0
    attack 0 0 0 0 0 0 0 0 0 0
    frame    data/chars/bosses/lee/s209.png
    delay    6
    bbox 250 112 30 67
    frame    data/chars/bosses/lee/s210.png
    bbox 236 109 30 70
    frame    data/chars/bosses/lee/s211.png
    bbox 226 105 30 75
    frame    data/chars/bosses/lee/s212.png
    frame    data/chars/bosses/lee/s213.png

anim follow20 #Flaming Blast
    fastattack 1
    jugglecost 1
    forcedirection -1
    otg 1
    loop    0
    delay    3
    offset    240 180
    sound    data/voices/lee37.wav
    hitfx    data/sounds/StrongPunch.wav
    @cmd dasher 3 0 0
    #bbox 226 105 30 75
    frame    data/chars/bosses/lee/s300.png
    frame    data/chars/bosses/lee/s301.png
    #bbox 240 108 30 72
    frame    data/chars/bosses/lee/s302.png
    bbox 250 117 35 62
    frame    data/chars/bosses/lee/s303.png
    @cmd dasher 2 0 0
    frame    data/chars/bosses/lee/s304.png
    @cmd dasher 1 0 0
    #bbox 245 129 50 50
    attack 0 0 0 0 0 0 0 0 0 0
    frame    data/chars/bosses/lee/s305.png
    delay    5
    #bbox 240 123 43 57
    attack 225 120 65 60 5 1 0 0 15 24
    dropv 3 1.5 0
    frame    data/chars/bosses/lee/s306.png
    delay    3
    attack 0 0 0 0 0 0 0 0 0 0
    #bbox 244 120 40 60
    frame    data/chars/bosses/lee/s307.png
    @cmd dasher 0 0 0
    hitflash Impact
    sound    data/sounds/Explosion.wav
    hitfx    data/sounds/burn.wav
    delay    6
    #bbox 245 119 35 60
    burn 240 65 150 115 35 1 0 0 20 24
    dropv 3 1 0
    frame    data/chars/bosses/lee/s308x.png
    frame    data/chars/bosses/lee/s309x.png
    #bbox 250 112 30 67
    frame    data/chars/bosses/lee/s310x.png
    #bbox 236 109 30 70
    frame    data/chars/bosses/lee/s311x.png
    delay    5
    attack 0 0 0 0 0 0 0 0 0 0
    #bbox 250 112 30 67
    frame    data/chars/bosses/lee/s312.png
    #bbox 236 107 30 73
    frame    data/chars/bosses/lee/s313.png
    #bbox 226 105 30 75
    frame    data/chars/bosses/lee/s314.png
    frame    data/chars/bosses/lee/s315.png


anim follow21 #Flaming Spin Kick #2
    fastattack 1
    jugglecost 0
    forcedirection -1
    energycost 20 1 6
    otg 1
    loop    0
    delay    10
    offset    240 180
    sound    data/sounds/HighAttack.wav
    hitfx    data/sounds/HighKick.wav
    bbox 226 100 30 80
    frame    data/chars/bosses/lee/r005.png
    @cmd leaper 1.5 2.5 0
    delay    5
    bbox 245 100 55 45
    frame    data/chars/bosses/lee/r006.png
    attack 240 81 120 100 5 1 0 0 20 24
    dropv 4 1.5 0
    frame    data/chars/bosses/lee/r007.png
    delay    1
    hitfx    data/sounds/burn.wav
    attack 0 0 0 0 0 0 0 0 0 0
    frame    data/chars/bosses/lee/r008.png
    delay    5
    burn 240 81 120 100 7 1 0 0 25 24
    dropv 1 1.5 0
    frame    data/chars/bosses/lee/r009x.png
    delay    1
    attack 0 0 0 0 0 0 0 0 0 0
    frame    data/chars/bosses/lee/r010.png
    bbox 255 107 40 50
    frame    data/chars/bosses/lee/r011.png
    delay    5
    bbox 235 115 30 55
    burn 240 81 120 100 9 1 0 0 35 24
    dropv 2.5 1.5 0
    frame    data/chars/bosses/lee/r012x.png
    delay    1
    bbox 226 97 30 70
    attack 0 0 0 0 0 0 0 0 0 0
    frame    data/chars/bosses/lee/r013.png
    @cmd landFrame
    delay    3
    bbox 226 100 30 80
    frame    data/chars/bosses/lee/r014.png
    frame    data/chars/bosses/lee/r015.png
    frame    data/chars/bosses/lee/r016.png
    frame    data/chars/bosses/lee/r017.png
    frame    data/chars/bosses/lee/r018.png
    frame    data/chars/bosses/lee/r019.png
    frame    data/chars/bosses/lee/r020.png

anim follow22 #Flaming Spin Kick #3
    fastattack 1
    jugglecost 0
    forcedirection -1
    energycost 20 1 6
    otg 1
    loop    0
    delay    10
    offset    240 180
    sound    data/sounds/HighAttack.wav
    hitfx    data/sounds/HighKick.wav
    bbox 226 100 30 80
    frame    data/chars/bosses/lee/r005.png
    @cmd leaper 1.5 2.5 0
    delay    5
    bbox 245 100 55 45
    frame    data/chars/bosses/lee/r006.png
    attack 240 81 120 100 15 1 0 0 15 24
    dropv 1 1.5 0
    frame    data/chars/bosses/lee/r007.png
    delay    1
    hitfx    data/sounds/burn.wav
    attack 0 0 0 0 0 0 0 0 0 0
    frame    data/chars/bosses/lee/r008.png
    delay    5
    burn 240 81 120 100 20 1 0 0 15 24
    dropv 1.5 1.5 0
    frame    data/chars/bosses/lee/r009x.png
    delay    1
    attack 0 0 0 0 0 0 0 0 0 0
    frame    data/chars/bosses/lee/r010.png
    bbox 255 107 40 50
    frame    data/chars/bosses/lee/r011.png
    delay    5
    sound    data/voices/lee33.wav
    bbox 235 115 30 55
    burn 240 81 120 100 25 1 0 0 20 24
    dropv 2 1.5 0
    frame    data/chars/bosses/lee/r012x.png
    delay    1
    bbox 226 97 30 70
    attack 0 0 0 0 0 0 0 0 0 0
    frame    data/chars/bosses/lee/r013.png
    @cmd landFrame
    delay    3
    bbox 226 100 30 80
    frame    data/chars/bosses/lee/r014.png
    frame    data/chars/bosses/lee/r015.png
    frame    data/chars/bosses/lee/r016.png
    frame    data/chars/bosses/lee/r017.png
    frame    data/chars/bosses/lee/r018.png
    frame    data/chars/bosses/lee/r019.png
    frame    data/chars/bosses/lee/r020.png


anim grabattack #Fan Attack
    @cmd dasher 0
    attackone 0
    fastattack 1
    jugglecost 1
    forcedirection -1
    otg 1
    loop    0
    delay    3
    offset    240 180
    sound    data/voices/lee38.wav
    hitfx    data/sounds/Whip2.wav
    #bbox 226 103 30 75
    frame    data/chars/bosses/lee/ga100.png
    frame    data/chars/bosses/lee/ga101.png
    #bbox 230 102 30 76
    frame    data/chars/bosses/lee/ga102.png
    #bbox 244 105 30 74
    frame    data/chars/bosses/lee/ga103.png
    delay    4
    attack8 244 105 100 75 7 1 0 0 35 24
    dropv 3 1 0
    frame    data/chars/bosses/lee/ga104.png
    hitfx    data/sounds/Whip.wav
    delay 1
    attack 0 0 0 0 0 0 0 0 0 0
    frame    data/chars/bosses/lee/ga104.png
    delay    4
    attack8 244 105 100 75 7 1 0 0 35 24
    dropv 3 1 0
    frame    data/chars/bosses/lee/ga105.png
    delay    2
    attack 0 0 0 0 0 0 0 0 0 0
    frame    data/chars/bosses/lee/ga106.png
    #bbox 226 103 30 75
    frame    data/chars/bosses/lee/ga107.png
    frame    data/chars/bosses/lee/ga108.png
    frame    data/chars/bosses/lee/ga109.png
    frame    data/chars/bosses/lee/ga110.png
    @cmd clearL
    frame    data/chars/bosses/lee/ga111.png

anim grabattack2 #GRAB JUMP
    jugglecost 2
    energycost 0 1 6
    loop    0
    delay    12
    offset    240 179
    sound    data/sounds/Jumping2.wav
    @cmd grabStart
    @cmd position 0 30 0 0 0
    frame    data/chars/bosses/lee/grab00.png
    @cmd leaper 0 2.4 0
    @cmd keyMove 1 0
    frame    data/chars/bosses/lee/grab00.png
    frame    data/chars/bosses/lee/grab00.png
        delay    2
    frame    data/chars/bosses/lee/grab00.png
    @cmd landFrame
        delay    8
    sound    data/sounds/Jumpland2.wav
    frame    data/chars/bosses/lee/grab00.png
    @cmd grabEnd
    frame    data/chars/bosses/lee/grab00.png
    @cmd clearL
    frame    data/chars/bosses/lee/grab00.png


anim grabforward #ONE INCH Blast
    @cmd dasher 0
    energycost 5 1 6
    forcedirection -1
    attackone 0
    otg 1
    loop    0
    delay    6
    offset    240 180
    hitfx    data/sounds/HighPunch.wav
    sound    data/voices/lee05.wav
    @cmd grabStart
    @cmd position 0 45 -1 0 -1
    frame    data/chars/bosses/lee/ga200.png
    @cmd position 0 45 -1 0 -1
    frame    data/chars/bosses/lee/ga201.png
    @cmd position 0 50 -1 0 -1
    frame    data/chars/bosses/lee/ga202.png
    @cmd position 0 50 -1 0 -1
    frame    data/chars/bosses/lee/ga203.png
    @cmd position 0 50 -1 0 -1
    frame    data/chars/bosses/lee/ga204.png
    sound    data/sounds/StrongPunch.wav
    delay    8
    @cmd position 0 60 -1 0 -1
    attack8 240 120 65 60 15 1 0 0 35 24
    dropv 4 1 0
    frame    data/chars/bosses/lee/ga205.png
    @cmd slam 30 1 -0.5 4 0 0
    @cmd spawn01 "Impact" 65 40 -1
    @cmd grabEnd
    frame    data/chars/bosses/lee/ga206.png
    frame    data/chars/bosses/lee/ga207.png
    delay    6
    attack 0 0 0 0 0 0 0 0 0 0
    frame    data/chars/bosses/lee/ga208.png
    @cmd clearL
    frame    data/chars/bosses/lee/ga209.png


anim grabbackward #ONE INCH Blast
    @cmd dasher 0
    @cmd flip
    energycost 5 1 6
    forcedirection -1
    attackone 0
    otg 1
    loop    0
    delay    3
    offset    240 180
    hitfx    data/sounds/HighPunch.wav
    sound    data/voices/lee05.wav
    @cmd grabStart
    @cmd position 0 45 -1 0 -1
    frame    data/chars/bosses/lee/ga200.png
    @cmd position 0 45 -1 0 -1
    frame    data/chars/bosses/lee/ga201.png
    @cmd position 0 50 -1 0 -1
    frame    data/chars/bosses/lee/ga202.png
    @cmd position 0 50 -1 0 -1
    frame    data/chars/bosses/lee/ga203.png
    @cmd position 0 50 -1 0 -1
    frame    data/chars/bosses/lee/ga204.png
    sound    data/sounds/StrongPunch.wav
    delay    8
    @cmd position 0 60 -1 0 -1
    attack8 240 120 65 60 15 1 0 0 35 24
    dropv 4 1 0
    frame    data/chars/bosses/lee/ga205.png
    @cmd slam 30 1 -0.5 4 0 0
    @cmd spawn01 "Impact" 65 40 -1
    @cmd grabEnd
    frame    data/chars/bosses/lee/ga206.png
    frame    data/chars/bosses/lee/ga207.png
    delay    6
    attack 0 0 0 0 0 0 0 0 0 0
    frame    data/chars/bosses/lee/ga208.png
    @cmd clearL
    frame    data/chars/bosses/lee/ga209.png

#anim grabdown #Shadowless Dive Kicks
#    @cmd dasher 0
#    attackone 0
#    fastattack 1
#    jugglecost 2
#    forcedirection -1
#    otg 1
#    loop    0
#    delay    6
#    offset    240 180
#    sound    data/voices/lee35.wav
#    hitfx    data/sounds/StrongPunch.wav
#    #@cmd leaper 0 3 0
#    #bbox     210 100 30 65
#    attack2 225 130 65 50 5 1 1 0 25 24
#    seal 1 1
#    frame    data/chars/bosses/lee/j500.png
#    delay 2
#    attack 0 0 0 0 0 0 0 0 0 0
#    frame    data/chars/bosses/lee/j501.png
#    frame    data/chars/bosses/lee/j502.png
#    frame    data/chars/bosses/lee/j503.png
#    frame    data/chars/bosses/lee/j504.png
#    #@cmd leaper 0 1 0
#    #bbox     195 120 50 40
#    delay 3
#    attack 229 135 70 45 1 1 1 0 5 24
#    seal 1 1
#    frame    data/chars/bosses/lee/j505.png
#    attack 0 0 0 0 0 0 0 0 0 0
#    frame    data/chars/bosses/lee/j506.png
#    attack 229 135 75 45 1 1 1 0 5 24
#    seal 1 1
#    frame    data/chars/bosses/lee/j507.png
#    @cmd looper 5 4
#    attack 0 0 0 0 0 0 0 0 0 0
#    frame    data/chars/bosses/lee/j508.png
#    #bbox     205 120 60 45
#    delay 6
#    attack8 240 135 72 44 25 1 1 0 20 24
#    dropv 3 1
#    seal 1 1
#    frame    data/chars/bosses/lee/j505.png
#    attack 0 0 0 0 0 0 0 0 0 0
#    frame    data/chars/bosses/lee/j506.png
#    attack8 240 135 77 45 35 1 1 0 25 24
#    dropv 3 1
#    seal 1 1
#    frame    data/chars/bosses/lee/j507.png
#    attack 0 0 0 0 0 0 0 0 0 0
#    frame    data/chars/bosses/lee/j508.png
#    #bbox     215 115 60 60
#    delay 6
#    frame    data/chars/bosses/lee/j509.png
#    @cmd landFrame
#    #bbox     226 100 30 80
#    frame    data/chars/bosses/lee/j510.png
#    frame    data/chars/bosses/lee/j511.png
#    frame    data/chars/bosses/lee/j512.png
#    frame    data/chars/bosses/lee/j513.png
#    @cmd clearL
#    frame    data/chars/bosses/lee/j514.png
#

anim grabdown #Shadowless Dive Kicks
    @cmd dasher 0
    attackone 0
    fastattack 1
    jugglecost 2
    #energycost 5 1 6
    forcedirection -1
    otg 1
    loop    0
    delay    6
    offset    240 180
    sound    data/voices/lee35.wav
    hitfx    data/sounds/StrongPunch.wav
    #bbox     210 100 30 65
    attack 235 90 110 60 3 0 1 0 25 24
    seal 1 1
    frame    data/chars/bosses/lee/j520.png
    delay 2
    attack 0 0 0 0 0 0 0 0 0 0
    frame    data/chars/bosses/lee/j521.png
    attack 235 90 110 60 3 0 1 0 25 24
    frame    data/chars/bosses/lee/j522.png
    attack 0 0 0 0 0 0 0 0 0 0
    frame    data/chars/bosses/lee/j523.png
    frame    data/chars/bosses/lee/j524.png
    #bbox     195 120 50 40
    offset    240 180
    delay 3
    attack 225 90 70 50 3 0 1 0 5 24
    seal 1 1
    frame    data/chars/bosses/lee/j525.png
    attack 0 0 0 0 0 0 0 0 0 0
    frame    data/chars/bosses/lee/j526.png
    attack 225 90 70 50 3 0 1 0 5 24
    seal 1 1
    frame    data/chars/bosses/lee/j527.png
    @cmd looper 5 4
    attack 0 0 0 0 0 0 0 0 0 0
    frame    data/chars/bosses/lee/j528.png
    #bbox     205 120 60 45
    delay 6
    burn 235 90 110 60 15 0 1 0 25 24
    dropv 3 1
    seal 1 1
    frame    data/chars/bosses/lee/j525.png
    attack 0 0 0 0 0 0 0 0 0 0
    frame    data/chars/bosses/lee/j526.png
    burn 235 90 110 60 25 1 1 0 25 24
    dropv 3 1
    seal 1 1
    frame    data/chars/bosses/lee/j527.png
    attack 0 0 0 0 0 0 0 0 0 0
    frame    data/chars/bosses/lee/j528.png
    #bbox     215 115 60 60
    delay 6
    frame    data/chars/bosses/lee/j529.png
    #bbox     226 100 30 80
    frame    data/chars/bosses/lee/j530.png
    frame    data/chars/bosses/lee/j531.png
    frame    data/chars/bosses/lee/j532.png
    frame    data/chars/bosses/lee/j533.png
    @cmd clearL
    frame    data/chars/bosses/lee/j534.png

anim grabup #UPPER Flaming Kick
    @cmd dasher 0
    attackone 0
    fastattack 1
    jugglecost 1
    forcedirection -1
    otg 1
    loop    0
    offset    240 180
    delay    2
    sound    data/voices/lee34.wav
    hitfx    data/sounds/HighKick.wav
    @cmd grabEnd
    @cmd leaper 0 3 0
    bbox     226 125 35 55
    frame    data/chars/bosses/lee/j600.png
    frame    data/chars/bosses/lee/j601.png
    bbox     226 110 35 70
    frame    data/chars/bosses/lee/j602.png
    delay    6
    hitflash Impact
    bbox     226 96 30 65
    attack8 240 90 90 90 5 1 0 0 35 24
    dropv 5 0
    seal 1 1
    frame    data/chars/bosses/lee/j603.png
    attack 0 0 0 0 0 0 0 0 0 0
    bbox     226 105 35 70
    frame    data/chars/bosses/lee/j604.png
    hitflash Flash
    hitfx    data/sounds/burn.wav
    delay    6
    bbox     233 110 35 65
    burn 240 40 100 168 15 1 0 0 25 24
    dropv 4 1
    seal 1 1
    frame    data/chars/bosses/lee/j605x.png
    attack 0 0 0 0 0 0 0 0 0 0
    bbox     233 110 35 60
    frame    data/chars/bosses/lee/j606.png
    delay    6
    burn 240 70 115 155 25 1 0 0 20 24
    dropv 3 1
    seal 1 1
    frame    data/chars/bosses/lee/j607x.png
    attack 0 0 0 0 0 0 0 0 0 0
    bbox     226 120 30 45
    frame    data/chars/bosses/lee/j608.png
    bbox     235 120 40 33
    frame    data/chars/bosses/lee/j609.png
    bbox     240 117 35 40
    frame    data/chars/bosses/lee/j610.png
    bbox     230 117 45 30
    frame    data/chars/bosses/lee/j611.png
    bbox     226 93 30 80
    frame    data/chars/bosses/lee/j612.png
    @cmd landFrame
    bbox     226 114 30 65
    frame    data/chars/bosses/lee/jump07.png


anim jumpattack
    jugglecost 2
    forcedirection -1
    otg 1
    loop    0
    delay    4
    offset    240 180
    bbox     217 83 35 60
    hitfx    data/sounds/HighPunch.wav
    sound    data/voices/lee04.wav
    frame    data/chars/bosses/lee/j100.png
    bbox     220 83 35 60
    frame    data/chars/bosses/lee/j101.png
    delay    8
    bbox     234 86 40 55
    attack 240 87 70 55 9 1 0 0 30 12
    frame    data/chars/bosses/lee/j102.png
    attack 240 87 67 55 9 1 0 0 30 12
    frame    data/chars/bosses/lee/j103.png


anim jumpattack2 #Air Grab
    jugglecost 2
    forcedirection -1
    otg 1
    loop    0
    delay    4
    offset    240 180
    bbox     225 80 35 60
    hitfx    data/sounds/HighKick.wav
    sound    data/voices/lee06.wav
    frame    data/chars/bosses/lee/j300.png
    bbox     225 92 35 60
    frame    data/chars/bosses/lee/j301.png
    delay    8
    bbox     225 100 35 50
    attack 230 100 130 75 9 1 0 0 30 18
    frame    data/chars/bosses/lee/j302.png
    frame    data/chars/bosses/lee/j303.png


anim jumpattack3 #Air Step
    followanim 1
    followcond 1
    fastattack 1
    jugglecost 2
    forcedirection -1
    otg 1
    loop    0
    delay    6
    offset    240 180
    bbox     225 100 30 60
    hitfx    data/sounds/HighKick.wav
    sound    data/sounds/Jumping.wav
    frame    data/chars/bosses/lee/j400.png
    delay    12
    bbox     230 88 30 65
    attack 230 110 40 65 15 1 0 0 40 15
    dropv 1.65 1.4
    frame    data/chars/bosses/lee/j401.png

anim    follow1 #Air Jump
    jumpframe    0 2.5 1.5
    loop    0
    offset    240 180
    delay    6
    bbox     230 88 30 65
    sound    data/voices/lee05.wav
    frame    data/chars/bosses/lee/j401.png
    bbox     225 94 30 85
    frame    data/chars/bosses/lee/j402.png
    bbox     225 95 30 70
    frame    data/chars/bosses/lee/j403.png
    delay    18
    bbox     225 93 35 60
    frame    data/chars/bosses/lee/j404.png
    @cmd landFrame
    sound    data/sounds/Jumpland.wav
    delay    12
    @cmd clearL
    bbox     226 113 30 66
    frame    data/chars/bosses/lee/jump00.png


anim jumpforward #JUMP FORWARD
    jugglecost 1
    forcedirection -1
    otg 1
    loop    0
    delay    4
    offset    240 180
    hitfx    data/sounds/HighKick.wav
    #sound    data/sounds/Jumping.wav
    sound    data/voices/lee01.wav
    bbox     227 82 35 70
    frame    data/chars/bosses/lee/j200.png
    frame    data/chars/bosses/lee/j201.png
    bbox     227 79 35 70
    frame    data/chars/bosses/lee/j202.png
    bbox     230 74 35 70
    frame    data/chars/bosses/lee/j203.png
    delay    8
    bbox     224 88 30 56
    attack 235 90 76 60 7 1 0 0 30 12
    frame    data/chars/bosses/lee/j204.png
    delay    1
    attack 0 0 0 0 0 0 0 0 0 0
    frame    data/chars/bosses/lee/j204.png
    delay    8
    bbox     224 90 35 50
    attack 235 90 76 60 7 1 0 0 30 12
    frame    data/chars/bosses/lee/j205.png

anim special #Fan Attack
    fastattack 1
    jugglecost 1
    forcedirection 0
    energycost 25 1 6
    otg 1
    loop    0
    delay    6
    offset    240 180
    hitfx    data/sounds/Whip2.wav
    sound    data/voices/lee38.wav
    frame    data/chars/bosses/lee/s100.png
    frame    data/chars/bosses/lee/s101.png
    delay    8
    attack 240 120 80 60 7 1 1 0 25 24
    dropv 3 1 0
    frame    data/chars/bosses/lee/s102.png
    delay 1
    attack 0 0 0 0 0 0 0 0 0 0
    frame    data/chars/bosses/lee/s102.png
    delay    8
    attack 240 115 80 65 7 1 1 0 25 24
    dropv 3 1 0
    frame    data/chars/bosses/lee/s103.png
    delay 1
    attack 0 0 0 0 0 0 0 0 0 0
    frame    data/chars/bosses/lee/s103.png
    delay    8
    attack 170 85 145 95 7 1 1 0 25 24
    dropv 3 1 0
    frame    data/chars/bosses/lee/s104.png
    delay 1
    attack 0 0 0 0 0 0 0 0 0 0
    frame    data/chars/bosses/lee/s104.png
    delay    8
    attack 170 95 145 85 7 1 1 0 25 24
    dropv 3 1 0
    frame    data/chars/bosses/lee/s105.png
    delay    6
    attack 0 0 0 0 0 0 0 0 0 0
    frame    data/chars/bosses/lee/s106.png
    frame    data/chars/bosses/lee/s107.png
    frame    data/chars/bosses/lee/s108.png
    frame    data/chars/bosses/lee/s109.png


anim special2 #Flaming Spin Kicks
    fastattack 1
    jugglecost 0
    forcedirection -1
    energycost 20 1 6
    otg 1
    loop    0
    delay    2
    offset    240 180
    hitfx    data/sounds/HighKick.wav
    sound    data/voices/lee39.wav
    bbox 226 100 30 80
    @cmd dasher 2 0 0
    frame    data/chars/bosses/lee/r000.png
    frame    data/chars/bosses/lee/r001.png
    frame    data/chars/bosses/lee/r002.png
    frame    data/chars/bosses/lee/r003.png
    frame    data/chars/bosses/lee/r004.png
    frame    data/chars/bosses/lee/r005.png
    @cmd leaper 1.5 2.5 0
    delay    5
    bbox 245 100 55 45
    frame    data/chars/bosses/lee/r006.png
    attack 240 81 120 100 5 1 0 0 15 24
    dropv 4 1.5 0
    frame    data/chars/bosses/lee/r007.png
    delay    1
    hitfx    data/sounds/burn.wav
    attack 0 0 0 0 0 0 0 0 0 0
    frame    data/chars/bosses/lee/r008.png
    delay    5
    attack 240 81 120 100 7 1 0 0 15 24
    dropv 1 1.5 0
    frame    data/chars/bosses/lee/r009x.png
    delay    1
    attack 0 0 0 0 0 0 0 0 0 0
    frame    data/chars/bosses/lee/r010.png
    bbox 255 107 40 50
    frame    data/chars/bosses/lee/r011.png
    sound    data/voices/lee33.wav
    delay    5
    bbox 235 115 30 55
    burn 240 81 120 100 9 1 0 0 20 24
    dropv 2.5 1.5 0
    frame    data/chars/bosses/lee/r012x.png
    delay    1
    bbox 226 97 30 70
    attack 0 0 0 0 0 0 0 0 0 0
    frame    data/chars/bosses/lee/r013.png
    @cmd landFrame
    delay    3
    bbox 226 100 30 80
    frame    data/chars/bosses/lee/r014.png
    frame    data/chars/bosses/lee/r015.png
    frame    data/chars/bosses/lee/r016.png
    frame    data/chars/bosses/lee/r017.png
    frame    data/chars/bosses/lee/r018.png
    frame    data/chars/bosses/lee/r019.png
    frame    data/chars/bosses/lee/r020.png

anim freespecial #Tenchireimeikyaku
    followanim 2
    followcond 1
    fastattack 1
    jugglecost 0
    forcedirection -1
    energycost 60 1 6
    otg 1
    loop    0
    delay    2
    offset    240 180
    @cmd spawnBind "Rage" 0 0 -1
    sound    data/voices/lee47.wav
    frame    data/chars/bosses/lee/s300.png
